Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
L12_PRURITUS	Pruritus	L29	Pruritus	1.00000023841858	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0
L12_PSORIASIS	Psoriasis	L40	Psoriasis	0.999999642372131	2	11202	2585	7991	1843	7037	1776	1766	9	37	29	9	29	10	12
L12_SEBORRKERAT	Seborrhoeic keratosis	L82	Seborrhoeic keratosis	1.00000035762787	2	38	21	125	10	37	11	10	3	3	4	2	2	2	3
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified	L97	Ulcer of lower limb, not elsewhere classified	0.974573612213135	2	1587	0	491	0	490	0	0	0	4	1	0	1	0	0
L12_URTICARIA	Urticaria	L50	Urticaria	0.999999403953552	2	180	0	0	0	0	0	0	0	8	0	0	0	0	0
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	M20	Acquired deformities of fingers and toes	0.729702055454254	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0
M13_ANKYLOSPON	Ankylosing spondylitis	M45	Ankylosing spondylitis	1.00000011920929	2	21782	2225	10996	1250	10782	1326	1191	4	30	22	4	22	4	4
M13_ARTHROSIS_OTH	Other arthrosis	M19	Other arthrosis	0.999999284744263	2	8	3	9	0	7	0	0	2	1	2	0	1	0	0
M13_ARTHROSIS_POLY	Polyarhtrosis	M15	Polyarthrosis	0.824714779853821	2	195	3	0	0	0	0	0	1	1	0	0	0	0	0
M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	M16	Coxarthrosis [arthrosis of hip]	0.805251777172089	2	361	426	2094	57	288	351	50	17	12	39	6	12	15	19
M13_BONECONTINUITY	Disorders of continuity of bone	M84	Disorders of continuity of bone	1.00000071525574	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
M13_BONEDENSOTH	Other disorders of bone density and structure	M85	Other disorders of bone density and structure	0.999999821186066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_BURSOPATHY	Other bursopathies	M71	Other bursopathies	1.00000035762787	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
M13_CERVICDISC	Cervical disc disorders	M50	Cervical disk disorders	0.909583985805512	2	1	0	84	0	0	0	0	0	0	2	0	0	0	0
M13_DEFORMACQ	Other acquired deformities of musculoskeletal system and connective tissue	M95	Other acquired deformities of musculoskeletal system and connective tissue	0.999999761581421	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_DORSALGIA	Dorsalgia	M54	Dorsalgia	0.999999642372131	2	585	27	66	0	66	0	0	2	12	2	0	3	0	0
M13_DORSOPATHYOTH	Other dorsopathies, not elsewhere classified	M53	Other dorsopathies, not elsewhere classified	0.978568732738495	2	581	0	0	0	0	0	0	0	13	0	0	0	0	0
M13_ENTESOPATHYLOW	Enthesopathies of lower limb, excluding foot	M76	Enthesopathies of lower limb, excluding foot	0.981026172637939	2	0	6	0	0	0	0	0	1	0	0	0	0	0	0
M13_ENTESOPATHYOTH	Other enthesopathies	M77	Other enthesopathies	1.00000011920929	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
M13_FIBROBLASTIC	Fibroblastic disorders	M72	Fibroblastic disorders	0.999999284744263	2	646	2731	3471	525	540	2214	478	33	14	45	8	11	29	37
M13_GOUT	Gout	M10	Gout	0.999999582767487	2	1484	2	705	1	693	1	1	2	13	4	1	5	1	1
M13_INTERVERTEB	Other intervertebral disc disorders	M51	Other intervertebral disk disorders	0.957093596458435	2	363	1	208	0	139	0	0	0	11	7	0	4	0	0
M13_JOINTOTH	Other specific joint derangements/joint disorders	M24	Other specific joint derangements	0.845391571521759	2	288	0	2	0	2	0	0	0	20	0	0	0	0	0
M13_KNEEDERANGEMENTS	Internar derangement of knee	M23	Internal derangement of knee	0.813273012638092	2	182	170	270	92	155	129	89	2	6	5	2	4	2	4
M13_MUSCLE	Disorders of muscles	M62	Other disorders of muscle	0.787352204322815	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
M13_MUSCULOSKELEOTH	Other disorders of the musculoskeletal system and connective tissue	M95	Other acquired deformities of musculoskeletal system and connective tissue	0.836656749248504	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_MYOSITIS	Myositis	M60	Myositis	1.00000035762787	2	26	0	0	0	0	0	0	0	2	0	0	0	0	0
M13_NECROVASC	Other necrotizing vasculopathies	M31	Other necrotising vasculopathies	0.989940762519836	2	1523	0	1108	0	1037	0	0	0	4	1	0	1	0	0
M13_OSTEOMYELITIS	Osteomyelitis	M86	Osteomyelitis	0.999999642372131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_OSTEONECROSIS	Osteonecrosis	M87	Osteonecrosis	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_OTHCONN	Other systemic involvement of connective tissue	M35	Other systemic involvement of connective tissue	0.999999344348908	2	2817	0	1918	0	1680	0	0	0	30	22	0	21	0	0
M13_OTHERBONE	Otherdisorders of bone	M89	Other disorders of bone	0.848275661468506	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
M13_OTHERJOINT	Other joint disorders	M25	Other joint disorders, not elsewhere classified	0.781801521778107	2	502	0	99	0	94	0	0	0	23	1	0	1	0	0
M13_PATELLAOTH	Other disorders of patella	M22	Disorders of patella	0.783496797084808	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_POSTOPMUSCULOSKE	Postprocedural musculoskeletal disorders, not elsewhere classified	M96	Postprocedural musculoskeletal disorders, not elsewhere classified	0.978272318840027	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
M13_PYOGARTH	Pyogenic arthritis	M00	Pyogenic arthritis	0.999999642372131	2	389	0	42	0	16	0	0	0	5	1	0	1	0	0
M13_RHEUMA	Rheumatoid arthritis	40001_M069	Rheumatoid arthritis, unspecified	0.835397303104401	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M13_RHEUMA_INCLAVO	Rheumatoid arthritis	40001_M069	Rheumatoid arthritis, unspecified	0.835397303104401	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M13_SCOLIOSIS	Scoliosis	M41	Scoliosis	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_SHOULDER	Shoulder lesions	M75	Shoulder lesions	1.00000059604645	2	13	6	15	0	0	0	0	0	2	2	0	0	0	0
M13_SLE	Systemic lupus erythematosus	M32	Systemic lupus erythematosus	0.999999821186066	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	M70	Soft tissue disorders related to use, overuse and pressure	0.985148966312408	2	1	7	0	0	0	0	0	1	0	0	0	0	0	0
M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	M79	Other soft tissue disorders, not elsewhere classified	0.980626225471497	2	0	12	16	0	0	11	0	3	0	3	0	0	2	2
M13_SPONDYLOPATHY	Spondylopathies	M48	Other spondylopathies	0.76637476682663	2	5134	2	966	0	849	0	0	1	34	16	0	14	0	0
M13_SPONDYLOSIS	Spondylosis	M47	Spondylosis	0.999999761581421	2	9	10	1	0	0	0	0	1	2	1	0	0	0	0
M13_SPONTRUPTSYNOTEND	Spontaneous rupture of synovium and tendon	M66	Spontaneous rupture of synovium and tendon	1.00000059604645	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
M13_SYNOTEND	Disorders of synovium and tendon	M67	Other disorders of synovium and tendon	0.838012993335724	2	2	4	13	0	0	0	0	2	0	1	0	0	0	0
M13_SYSTSLCE	Systemic sclerosis	M34	Systemic sclerosis	0.999999165534973	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N14_ABNORMALBLEED	Other abnormal uterine and caginal bleeding	N93	Other abnormal uterine and vaginal bleeding	0.864641427993774	2	20	0	0	0	0	0	0	0	1	0	0	0	0	0
N14_ACUTERENFAIL	Acute renal failure	N17	Acute renal failure	0.999999523162842	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_BENIGNMAMDYSP	Benign mammary dysplasia	N60	Benign mammary dysplasia	0.99999988079071	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
N14_BREASTDISOTH	Other disorders of breast	N64	Other disorders of breast	0.999999582767487	2	0	2	2	0	0	1	0	1	0	1	0	0	0	0
N14_CALCUKIDUR	Calculus of kidney and ureter	N20	Calculus of kidney and ureter	0.999999225139618	2	310	168	564	48	142	125	48	6	19	14	3	8	5	6
N14_CALCULOWER	Calculus of lower urinary tract	N21	Calculus of lower urinary tract	1.00000011920929	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0
N14_CYSTITIS	Cystitis	N30	Cystitis	1.00000011920929	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0
N14_DYSPLACERVUT	Dysplasia of cervi uteri	N87	Dysplasia of cervix uteri	0.987186551094055	2	1513	0	216	0	212	0	0	0	8	1	0	1	0	0
N14_ENDOMETRIOSIS	Endometriosis	N80	Endometriosis	0.999999761581421	2	1004	2	147	0	141	0	0	1	18	7	0	6	0	0
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	N86	Erosion and ectropion of cervix uteri	0.999999046325684	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	N73	Other female pelvic inflammatory diseases	0.796598076820374	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0
N14_FEMALEINFERT	Female infertility	N97	Female infertility	1.00000059604645	2	17	0	0	0	0	0	0	0	2	0	0	0	0	0
N14_FEMGENFISTUL	Fistulae involving female genital tract	N82	Fistulae involving female genital tract	0.999999821186066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	N94	Pain and other conditions associated with female genital organs and menstrual cycle	1.00000071525574	2	2	3	1	0	0	1	0	1	1	1	0	0	1	1
N14_FEMGENPROL	Female genital prolapse	N81	Female genital prolapse	1.00000011920929	2	449	302	1022	69	328	256	66	9	12	14	5	9	7	10
N14_HYDROCELE	Hydrocele	N43	Hydrocele and spermatocele	0.744024157524109	2	189	104	240	8	112	69	8	3	3	4	1	2	2	2
N14_HYPERTROPHYBREAST	Hypertrophy of breast	N62	Hypertrophy of breast	1.00000095367432	2	286	0	240	0	128	0	0	0	10	3	0	3	0	0
N14_INFCERVIX	Inflammatory disease of cervix uteri	N72	Inflammatory disease of cervix uteri	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified	N49	Inflammatory disorders of male genital organs, not elsewhere classified	0.985617697238922	2	37	2	0	0	0	0	0	0	1	0	0	0	0	0
N14_INFLAMMBREAST	Inflammatory disorders of breast	N61	Inflammatory disorders of breast	1.00000011920929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_KIDUROTH	Other disorders of kidney and ureter	N28	Other disorders of kidney and ureter, not elsewhere classified	0.862010478973389	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_MALEGEN	Diseases of male genital organs	N50	Other disorders of male genital organs	0.835221707820892	2	22	1	0	0	0	0	0	1	2	0	0	0	0	0
N14_MESNRUIRREG	Excessive, freguent and irrelgular menstruation	N92	Excessive, frequent and irregular menstruation	0.817815780639648	2	428	28	335	19	209	18	18	2	18	8	1	6	1	2
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder	N31	Neuromuscular dysfunction of bladder, not elsewhere classified	0.791704833507538	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy	N13	Obstructive and reflux uropathy	0.823813617229462	2	0	2	1	0	0	0	0	1	0	1	0	0	0	0
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	N45	Orchitis and epididymitis	1.00000095367432	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
N14_OTHBLADD	Other disorders of  bladder	N32	Other disorders of bladder	0.962437331676483	2	0	6	0	0	0	0	0	1	0	0	0	0	0	0
N14_OTHDISMALEGEN	Other disorders of male genital organs	N50	Other disorders of male genital organs	0.999999284744263	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	N73	Other female pelvic inflammatory diseases	1.00000047683716	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	N76	Other inflammation of vagina and vulva	0.958786487579346	2	0	6	3	0	0	0	0	1	0	1	0	0	0	0
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	N88	Other noninflammatory disorders of cervix uteri	1.00000047683716	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_OTHNONINFOVA	Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament	N83	Noninflammatory disorders of ovary, Fallopian tube and broad ligament	0.9404336810112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	N85	Other noninflammatory disorders of uterus, except cervix	0.97269868850708	2	335	1	0	0	0	0	0	1	5	0	0	0	0	0
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	N89	Other noninflammatory disorders of vagina	0.999999582767487	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	N90	Other noninflammatory disorders of vulva and perineum	0.999999701976776	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N14_OTHPENIS	Other disorders of penis	N48	Other disorders of penis	1	2	0	203	267	0	0	141	0	2	0	1	0	0	1	1
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	N47	Redundant prepuce, phimosis and paraphimosis	0.967628180980682	2	1728	20	750	7	464	11	7	5	5	2	2	2	2	2
N14_POLYPFEMGEN	Polyp of the female genital tract	N84	Polyp of female genital tract	0.985349237918854	2	103	10	129	9	92	7	7	1	2	3	1	2	1	1
N14_PROSTAOTH	Other disorders of prostate	N42	Other disorders of prostate	1.00000095367432	2	0	6	1	0	0	1	0	3	0	1	0	0	1	1
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	N41	Inflammatory diseases of prostate	0.925799071788788	2	0	1	1	0	0	1	0	1	0	1	0	0	1	1
N14_PROSTHYPERPLA	Hyperplasia of prostate	N40	Hyperplasia of prostate	1.00000059604645	2	546	3035	3413	293	359	2256	288	32	17	53	7	14	31	33
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	N10	Acute tubulo-interstitial nephritis	1.00000107288361	2	23	0	0	0	0	0	0	0	2	0	0	0	0	0
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	N02	Recurrent and persistent haematuria	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_SALPHOOPH	Salphingitis and oophoritis	N70	Salpingitis and oophoritis	0.933357834815979	2	12	1	0	0	0	0	0	1	1	0	0	0	0	0
N14_URETHRALSTRICT	Urethral stricture	N35	Urethral stricture	1.00000011920929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome	N34	Urethritis and urethral syndrome	0.917065620422363	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N14_URINOTH	Other diseases of urinary system	N39	Other disorders of urinary system	0.964647114276886	2	0	5	32	0	0	1	0	4	0	3	0	0	1	1
NECROVASC_FG	Other necrotizing vasculopathies (FG)	M31	Other necrotising vasculopathies	0.902602076530456	2	1580	0	1092	0	1060	0	0	0	3	1	0	1	0	0
NEURODEGOTH	Other degenerative diseases of the nervous system	40001_G318	Other specified degenerative diseases of nervous system	0.956647574901581	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_ABORT_MEDICAL	Medical abortion	O04	Medical abortion	1.00000047683716	2	60	2	0	0	0	0	0	1	1	0	0	0	0	0
O15_ABORT_SPONTAN	Spontaneous abortion	O03	Spontaneous abortion	0.999999344348908	2	4	1	1	0	0	0	0	1	1	1	0	0	0	0
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	O41	Other disorders of amniotic fluid and membranes	1.00000095367432	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_CONCEPT_ABNORM	Other abnormal products of conception	O02	Other abnormal products of conception	1.00000035762787	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_DELIV_CAESAR	Single delivery by caesarean section	O82	Single delivery by Caesarean section	1	2	4	1	1	0	0	1	0	1	1	1	0	0	1	1
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor	O81	Single delivery by forceps and vacuum extractor	0.999999225139618	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	O70	Perineal laceration during delivery	0.999999821186066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_DELIV_SPONT	Single spontaneous delivery	O80	Single spontaneous delivery	0.999999701976776	2	2	2	0	0	0	0	0	2	1	0	0	0	0	0
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy	O21	Excessive vomiting in pregnancy	1	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_FALSE_LAB	False labour	O47	False labour	0.999999940395355	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	O20	Haemorrhage in early pregnancy	0.999999105930328	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	O62	Abnormalities of forces of labour	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]	O68	Labour and delivery complicated by foetal stress [distress]	0.880525946617126	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
O15_LABOUR_LONG	Long labour	O63	Long labour	1.00000035762787	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus	O64	Obstructed labour due to malposition and malpresentation of foetus	0.961024403572082	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
O15_LABOUR_OBSTR_OTHER	Other obstructed labour	O66	Other obstructed labour	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	O75	Other complications of labour and delivery, not elsewhere classified	0.969119548797607	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications	O69	Labour and delivery complicated by umbilical cord complications	1.00000071525574	2	1	27	3	0	0	3	0	1	0	1	0	0	1	1
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	O35	Maternal care for known or suspected foetal abnormality and damage	0.978677570819855	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	O36	Maternal care for other known or suspected foetal problems	0.942654013633728	2	894	1	0	0	0	0	0	0	2	0	0	0	0	0
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	O34	Maternal care for known or suspected abnormality of pelvic organs	1.00000023841858	2	119	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	O16	Unspecified maternal hypertension	0.999999761581421	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	O32	Maternal care for known or suspected malpresentation of foetus	0.98243111371994	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	O42	Premature rupture of membranes	1.00000011920929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	O99	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	0.989533305168152	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0
O15_PLAC_PRAEVIA	Placenta praevia	O44	Placenta praevia	1.00000023841858	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_POSTPART_HEAMORRH	Postpartum haemorrhage	O72	Postpartum haemorrhage	1.00000011920929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_PREG_DM	Diabetes mellitus in pregnancy	O24	Diabetes mellitus in pregnancy	1.00000059604645	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_PREG_ECTOP	Ectopic pregnancy	O00	Ectopic pregnancy	0.999999284744263	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	O23	Infections of genito-urinary tract in pregnancy	0.860090136528015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy	O26	Maternal care for other conditions predominantly related to pregnancy	0.999999940395355	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0
O15_PREG_PROLONGED	Prolonged pregnancy	O48	Prolonged pregnancy	0.999999225139618	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15_PRETERM	Preterm labour and delivery	O60	Preterm delivery	0.759926378726959	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	O73	Retained placenta and membranes, without haemorrhage	0.976610362529754	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	M80	Osteoporosis with pathological fracture	0.856066644191742	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	M35	Other systemic involvement of connective tissue	0.85006320476532	2	3128	0	1706	0	1563	0	0	0	30	23	0	22	0	0
PDSTRICT	Parkinson's disease, strict definition	G20	Parkinson's disease	0.83417409658432	2	20	0	0	0	0	0	0	0	5	0	0	0	0	0
PDSTRICT	Parkinson's disease, strict definition	40001_G20	Parkinson's disease	0.83417409658432	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLYCYTVERA	Polycythaemia vera	D45	Polycythaemia vera	1.00000071525574	2	606	532	605	430	524	425	413	6	12	6	2	4	4	4
Q17_CONGEN_MALFO_CARDIAC_SEPTA	Congenital malformations of cardiac septa	Q21	Congenital malformations of cardiac septa	0.999999165534973	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	Q28	Other congenital malformations of circulatory system	0.820400238037109	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	Q28	Other congenital malformations of circulatory system	1.00000047683716	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	Q18	Other congenital malformations of face and neck	0.999999642372131	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	Q82	Other congenital malformations of skin	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	Q38	Other congenital malformations of tongue, mouth and pharynx	0.979733765125275	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain	R10	Abdominal and pelvic pain	0.999999463558197	2	33	3	107	0	18	0	0	2	8	3	0	1	1	1
R18_ABNORMALITI_BREAT	Abnormalities of breathing	R06	Abnormalities of breathing	1.00000071525574	2	0	3	2	0	0	0	0	3	0	1	0	0	0	0
R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	R26	Abnormalities of gait and mobility	0.999999940395355	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	R00	Abnormalities of heart beat	1.00000035762787	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	R90	Abnormal findings on diagnostic imaging of central nervous system	1	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	R91	Abnormal findings on diagnostic imaging of lung	0.99999988079071	2	36	0	45	0	35	0	0	0	2	2	0	2	0	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	R93	Abnormal findings on diagnostic imaging of other body structures	0.999999701976776	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
R18_ABNORMAL_INVOLU_MOVEM	Abnormal involuntary movements	R25	Abnormal involuntary movements	1.00000047683716	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_ABNORMAL_RESULTS_FUNCTION_STUDI	Abnormal results of function studies	R94	Abnormal results of function studies	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_ASCITES	Ascites	R18	Ascites	0.999999284744263	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds	I49	Other cardiac arrhythmias	0.741832137107849	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
