phenocode	name	category
F5_SLEEP_NOS	"Sleep disorders, other/unspeficied"	V Mental and behavioural disorders (F5_)
F5_SOMATOFORM	Somatoform disorder	V Mental and behavioural disorders (F5_)
F5_SPEECH	Specific development disorders of speech and language	V Mental and behavioural disorders (F5_)
F5_STIMUL	"Mental and behavioural disorders due to use of other stimulants, including caffeine"	V Mental and behavioural disorders (F5_)
F5_STRESSOTH	"Other reactioin to severe stress, and adjustment disorders"	V Mental and behavioural disorders (F5_)
F5_SUBSNOALCO	"Substance use, excluding alcohol"	V Mental and behavioural disorders (F5_)
F5_SUBSTANCE	Mental and behavioural disorders due to psychoctive substance use	V Mental and behavioural disorders (F5_)
F5_TIC	Tic disorders	V Mental and behavioural disorders (F5_)
F5_TOBAC	Mental and behavioural disorders due to tobacco	V Mental and behavioural disorders (F5_)
F5_UNSMENDIS	Unspecified mental disorder	V Mental and behavioural disorders (F5_)
F5_VASCDEM	Vascular dementia	V Mental and behavioural disorders (F5_)
FALLS	Falls/tendenct to fall	Miscellaneous, not yet classified endpoints
FE	Focal epilepsy	VI Diseases of the nervous system (G6_)
FEMHER_UNILATERAL	"Femoral hernia, unilateral"	XI Diseases of the digestive system (K11_)
FEMINGHER_BILATERAL	"Inguinal or femoral hernia, bilateral"	XI Diseases of the digestive system (K11_)
FEMNINGHER_UNILATERAL	"Inguinal of femoral hernia, unilateral"	XI Diseases of the digestive system (K11_)
FE_MODE	"Focal epilepsy, mode (most common among epilepsy diagnosis)"	VI Diseases of the nervous system (G6_)
FE_STRICT	"Focal epilepsy, strict definition"	VI Diseases of the nervous system (G6_)
FG_CARDMYO	Cardiomyopathy (excluding other)	Cardiometabolic endpoints
FG_CEREBVASC	Cerebrovascular diseases (FINNGEN)	IX Diseases of the circulatory system (I9_)
FG_CVD	Cardiovascular diseases (excluding rheumatic etc)	Cardiometabolic endpoints
FG_DISVEINLYMPH	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (FINNGEN)"	Cardiometabolic endpoints
FG_DOAAC	"Diseases of arteries, arterioles and capillaries (FINNGEN)"	IX Diseases of the circulatory system (I9_)
FG_HYPERTENSION	Hypertensive diseases (excluding secondary)	Cardiometabolic endpoints
FG_OTH	Other CVD (FINNGEN)	IX Diseases of the circulatory system (I9_)
FG_OTHHEART	Other heart diseases	Cardiometabolic endpoints
FG_PULMHEART	Pulmonary heart disease	Cardiometabolic endpoints
G6_AD_WIDE	"AlzheimerÕs disease, wide definition"	VI Diseases of the nervous system (G6_)
G6_AD_WIDE_EXMORE	"AlzheimerÕs disease, wide definition" (more controls excluded)	VI Diseases of the nervous system (G6_)
G6_ALCODEGEN	Degeneration of the brain due to alcohol	VI Diseases of the nervous system (G6_)
G6_ALCOPOLY	Alcohol induced polyneuropathy	VI Diseases of the nervous system (G6_)
G6_ALS	Motor neuron disease	VI Diseases of the nervous system (G6_)
G6_ALZHEIMER	Alzheimer disease	VI Diseases of the nervous system (G6_)
G6_ALZHEIMER_EXMORE	Alzheimer disease (more controls excluded)	VI Diseases of the nervous system (G6_)
G6_ALZHEIMER_INCLAVO	"Alzheimer disease, including avohilmo"	VI Diseases of the nervous system (G6_)
G6_ANOXBRAINDAM	Anoxic brain damage	VI Diseases of the nervous system (G6_)
G6_ATROPHCIRCUM	Circumscribed brain atrophy	VI Diseases of the nervous system (G6_)
G6_ATYFAC	Atypical facial pain	VI Diseases of the nervous system (G6_)
G6_AUTONOM	Autonomic disorders	VI Diseases of the nervous system (G6_)
G6_BASDEGENOTH	Other degenarative diseases of the basal ganglia	VI Diseases of the nervous system (G6_)
G6_BELLPA	Bell's palsy	VI Diseases of the nervous system (G6_)
G6_BENINTRAHYP	Benign intracranial hypertension	VI Diseases of the nervous system (G6_)
G6_BRACHPLE	Brachial plexus disorders	VI Diseases of the nervous system (G6_)
G6_CARPTU	Carpal tunnel syndrome	VI Diseases of the nervous system (G6_)
G6_CAUDA	Cauda equina syndrome	VI Diseases of the nervous system (G6_)
G6_CAUSALGIA	Causalgia	VI Diseases of the nervous system (G6_)
G6_CERCYST	Cerebral cysts	VI Diseases of the nervous system (G6_)
G6_CERVROOT	Cervical root disorders	VI Diseases of the nervous system (G6_)
G6_CNSABSC	Intracranial and intraspinal abscess and granuloma	VI Diseases of the nervous system (G6_)
G6_CNSOTH	Other disorders of central nervous system	VI Diseases of the nervous system (G6_)
G6_CP	Cerebral palsy	VI Diseases of the nervous system (G6_)
G6_CPETAL	Cerebral palsy and other paralytic syndromes	VI Diseases of the nervous system (G6_)
G6_DEGENOTH	Other and unspecified degenerative diseases of nervous system	VI Diseases of the nervous system (G6_)
G6_DEMYEL	Demyelenating diseases of the central nervous system	VI Diseases of the nervous system (G6_)
G6_DIABETNEUR	Diabethic neuropathy	VI Diseases of the nervous system (G6_)
G6_DISBROTHUNS	"Disorders of brain, other and unspecified"	VI Diseases of the nervous system (G6_)
G6_DISOTHUNS	Disorders of other and unspecified cranial nerves	VI Diseases of the nervous system (G6_)
G6_DISSOTH	Other acute disseminated demyelination	VI Diseases of the nervous system (G6_)
G6_DRUGPOLY	Drug-induced polyneuropathy	VI Diseases of the nervous system (G6_)
G6_DYSTON	Dystonia	VI Diseases of the nervous system (G6_)
G6_ENCEPATH	Encephalopathy	VI Diseases of the nervous system (G6_)
G6_ENCEPHOTH	Other encephalitis	VI Diseases of the nervous system (G6_)
G6_EPIPAROX	Episodal and paroxysmal disorders	VI Diseases of the nervous system (G6_)
G6_EPLEPSY	Epilepsy	VI Diseases of the nervous system (G6_)
G6_FACOTH	Other facial nerve disorders	VI Diseases of the nervous system (G6_)
G6_FEMLAPOP	Lesion of lateral popliteal nerve	VI Diseases of the nervous system (G6_)
G6_FEMLE	Lesion of femoral nerve	VI Diseases of the nervous system (G6_)
G6_GUILBAR	Guillain-Barre syndrome	VI Diseases of the nervous system (G6_)
G6_HCCOMM	Communicating hydrocephalus	VI Diseases of the nervous system (G6_)
G6_HCNP	Normal-pressure hydrocephalus	VI Diseases of the nervous system (G6_)
G6_HCOBSTR	Obstructive hydrocephalus	VI Diseases of the nervous system (G6_)
G6_HCOTHUNS	Other and unspecified hydrocephalus	VI Diseases of the nervous system (G6_)
G6_HEADACHE	Other headache syndromes	VI Diseases of the nervous system (G6_)
G6_HEMIPLE	Hemiplegia	VI Diseases of the nervous system (G6_)
G6_HERATAXIA	Hereditary ataxia	VI Diseases of the nervous system (G6_)
G6_HEREMOSEN	Hereditary monor and sensory neuropathy	VI Diseases of the nervous system (G6_)
G6_HORNER	Horner syndrome	VI Diseases of the nervous system (G6_)
G6_HYDROCEPH	Hydrocephalus	VI Diseases of the nervous system (G6_)
G6_ICNEUROP	Intercostal neuropathy	VI Diseases of the nervous system (G6_)
G6_LSROOT	"Lumbosacral root disorders, not elsewhere classified"	VI Diseases of the nervous system (G6_)
G6_MEDLEOTH	Other lesions of median nerve	VI Diseases of the nervous system (G6_)
G6_MENINGBACT	Bacterial meningitis	VI Diseases of the nervous system (G6_)
G6_MENINGOTH	Other meningitis	VI Diseases of the nervous system (G6_)
G6_MERALGIA	Meralgia paraesthetica	VI Diseases of the nervous system (G6_)
G6_MIGRAINE	Migraine	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_NO_AURA	Migraine without aura	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_NO_AURA_ADVERSE	"Migraine without aura, drug-induced"	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_NO_AURA_TRIPTAN	Migraine without aura and triptan purchases	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_WITH_AURA	Migraine with aura	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_WITH_AURA_ADVERSE	"Migraine with aura, drug-induced"	VI Diseases of the nervous system (G6_)
G6_MIGRAINE_WITH_AURA_TRIPTAN	Migraine with aura and triptan purchases	VI Diseases of the nervous system (G6_)
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	VI Diseases of the nervous system (G6_)
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	VI Diseases of the nervous system (G6_)
G6_MONOOTHUNS	"Other and unsepcified mononeuropathies, also in other diseases"	VI Diseases of the nervous system (G6_)
G6_MONOPLE	Monoplegia	VI Diseases of the nervous system (G6_)
G6_MS	MS-disease / Multiple Sclerosis	VI Diseases of the nervous system (G6_)
G6_MUSCOTHUNS	Other and unspecified primary disorders of muscles	VI Diseases of the nervous system (G6_)
G6_MUSDYST	Muscular dystrophy	VI Diseases of the nervous system (G6_)
G6_MYASTHENIA	Myasthenia gravis	VI Diseases of the nervous system (G6_)
G6_MYOMUSCINOTH	Disorders of myonerural junction and muscle in diseases in classifeid elsewhere	VI Diseases of the nervous system (G6_)
G6_MYONEU	Diseases of the myoneural junction and muscle	VI Diseases of the nervous system (G6_)
G6_MYOPOTHUNS	Other and unspecified myopathies	VI Diseases of the nervous system (G6_)
G6_MYOTDIS	Mytonic disorders	VI Diseases of the nervous system (G6_)
G6_NARCOCATA	Narcolepsy and cataplexy	VI Diseases of the nervous system (G6_)
G6_NERPLEX	"Nerve, nerve root and plexus disorders"	VI Diseases of the nervous system (G6_)
G6_NEUATR	Systemic atrophies primarly affecting the central nervous system	VI Diseases of the nervous system (G6_)
G6_NEUINFL	Inflammatory diseases of the central nervous system	VI Diseases of the nervous system (G6_)
G6_NEURO	Neurological diseases	VI Diseases of the nervous system (G6_)
G6_NEURODEG	Other degenerative diseases of the nervous system	VI Diseases of the nervous system (G6_)
G6_NEUROOTH	Other disorders of nervous system	VI Diseases of the nervous system (G6_)
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	VI Diseases of the nervous system (G6_)
G6_OTHNEU	Other neurological diseases	VI Diseases of the nervous system (G6_)
G6_PARALOTHUNS	Other and unspecified paralytic syndromes	VI Diseases of the nervous system (G6_)
G6_PARDIPLE	"Paraplegia, diplegia of upper limbs"	VI Diseases of the nervous system (G6_)
G6_PARKINSON	Parkinson's disease	VI Diseases of the nervous system (G6_)
G6_PARKINSON_EXMORE	Parkinson's disease (more controls excluded)	VI Diseases of the nervous system (G6_)
G6_PARKINSON_INCLAVO	"Parkinson's disease, including avohilmo"	VI Diseases of the nervous system (G6_)
G6_PARKSCND	Secondary parkinsonism+Parkinsonism in other disease	VI Diseases of the nervous system (G6_)
G6_PLANTAR	Lesion of plantar nerve	VI Diseases of the nervous system (G6_)
G6_POLYNEU	Polyneuropathies and other disorders of the peripheral nervous system	VI Diseases of the nervous system (G6_)
G6_POLYOTHUNS	"Other and unspecified polyneuropathies, also in other diseases"	VI Diseases of the nervous system (G6_)
G6_POSTOPNEURO	Postprocedural disorders of nervous system	VI Diseases of the nervous system (G6_)
G6_POSTZOST	Postzoster neuralgia	VI Diseases of the nervous system (G6_)
G6_RADLES	Lesion of radial nerve	VI Diseases of the nervous system (G6_)
G6_ROOTPLEXOTHUNS	"Other and unspecified nerve root and plexus disorders, also in other diseases"	VI Diseases of the nervous system (G6_)
G6_SCIALE	Lesion of sciatic nerve	VI Diseases of the nervous system (G6_)
G6_SLEEPAPNO	Sleep apnoea	VI Diseases of the nervous system (G6_)
G6_SLEEPAPNO_INCLAVO	"Sleep apnoea, including avohilmo"	VI Diseases of the nervous system (G6_)
G6_SLEEPDISOTH	Other sleepdisorders	VI Diseases of the nervous system (G6_)
G6_SPINAMUSCOTH	Other and unspecified spinal muscular atrophies	VI Diseases of the nervous system (G6_)
G6_SPINOTH	Other diseases of spinal cord	VI Diseases of the nervous system (G6_)
G6_STATUSEPI	Status epilepticus	VI Diseases of the nervous system (G6_)
G6_TARSTUN	Tarsal tunnel syndrome	VI Diseases of the nervous system (G6_)
G6_TETRAPLE	Tetraplegia	VI Diseases of the nervous system (G6_)
G6_TIA	Transient ischemic attack	VI Diseases of the nervous system (G6_)
G6_TRINEU	Trigeminal neuralgia	VI Diseases of the nervous system (G6_)
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	VI Diseases of the nervous system (G6_)
G6_ULLNLE	Lesion of ulnar nerve	VI Diseases of the nervous system (G6_)
G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	VI Diseases of the nervous system (G6_)
G6_XTRAPYR	Extrapyramidal and movement disorders	VI Diseases of the nervous system (G6_)
G6_XTRAPYROTH	Other extrapyramidal and movement disorders+ in other diseases	VI Diseases of the nervous system (G6_)
GAST_OPER	Any gastric operation	XI Diseases of the digestive system (K11_)
GE	Generalized epilepsy	VI Diseases of the nervous system (G6_)
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM	Generalized skin eruption due to drugs and medicaments	XII Diseases of the skin and subcutaneous tissue (L12_)
GEST_DIABETES	Gestational diabetes (for exclusion)	Diabetes endpoints
GE_MODE	"Generalized epilepsy, mode (most common among epilepsy diagnosis)"	VI Diseases of the nervous system (G6_)
GE_STRICT	"Generalized epilepsy, strict definition"	VI Diseases of the nervous system (G6_)
GIANT_CELL_TEMP_ARTERITIS	Giant cell arteritis with polymyalgia rheumatica	Rheuma endpoints
GLOMER_NEPHRITIS	Glomerulonephritis	XIV Diseases of the genitourinary system (N14_)
GOUT	"Gout, FINNGEN"	Rheuma endpoints
GOUT_IDIO	Idiopathic gout	Rheuma endpoints
GOUT_KIDNEY	Gout due to impairment of renal function	Rheuma endpoints
GOUT_NOS	"Gout, unspecified"	Rheuma endpoints
GOUT_STRICT	"Gout, strict definition"	Rheuma endpoints
H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	VII Diseases of the eye and adnexa (H7_)
H7_AMBLYANOPSIA	Amblyopia ex anopsia	VII Diseases of the eye and adnexa (H7_)
H7_AMD	Age-related macular degeneration (whether dry or wet)	VII Diseases of the eye and adnexa (H7_)
H7_ANISOMETROPIA	Anisometropia and aniseikonia	VII Diseases of the eye and adnexa (H7_)
H7_ANOMAPUPFUNC	Anomalies of pupillary function	VII Diseases of the eye and adnexa (H7_)
H7_APHAKIA	Aphakia	VII Diseases of the eye and adnexa (H7_)
H7_ASTIGMATISM	Astigmatism	VII Diseases of the eye and adnexa (H7_)
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	VII Diseases of the eye and adnexa (H7_)
H7_BINOCUMOVOTH	Other disorders of binocular movement	VII Diseases of the eye and adnexa (H7_)
H7_BINODISTOTH	Other disorders of binocular vision	VII Diseases of the eye and adnexa (H7_)
H7_BLEPHAROCHALASIS	Blepharochalasis	VII Diseases of the eye and adnexa (H7_)
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	VII Diseases of the eye and adnexa (H7_)
H7_BLINDMONOCULAR	"Blindness, monocular"	VII Diseases of the eye and adnexa (H7_)
H7_BULLKERATOPATHY	Bullous keratopathy	VII Diseases of the eye and adnexa (H7_)
H7_CATARACTOTHER	Other cataract	VII Diseases of the eye and adnexa (H7_)
H7_CATARACTSENILE	Senile cataract	VII Diseases of the eye and adnexa (H7_)
H7_CENTRRETARTOCC	Central retinal artery occlusion	VII Diseases of the eye and adnexa (H7_)
H7_CHALAZION	Chalazion	VII Diseases of the eye and adnexa (H7_)
H7_CHORIORETINFLAM	Chorioretinal inflammation	VII Diseases of the eye and adnexa (H7_)
H7_CHOROIDOTH	Other disorders of choroid	VII Diseases of the eye and adnexa (H7_)
H7_CHOROIDRETINA	Disorders of choroid and retina	VII Diseases of the eye and adnexa (H7_)
H7_CONJUHAEMOR	conjunctival haemorrhage	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNAS	Other specified and unspecified disorders of conjunctiva	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTDEGDEPOT	conjunctival degenerations and deposits	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTIVA	Disorders of conjunctiva	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTIVITIS	Conjunctivitis	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTIVITISACUNONATOPIC	"Conjunctivitis (acute, non atopic)"	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	VII Diseases of the eye and adnexa (H7_)
H7_CONJUNCTIVITISCHRON	Chronic conjunctivitis	VII Diseases of the eye and adnexa (H7_)
H7_CONJUVASC	Other conjunctival vascular disorders and cysts	VII Diseases of the eye and adnexa (H7_)
H7_CONVERGINSUFF	Convergence insufficiency and excess	VII Diseases of the eye and adnexa (H7_)
H7_CONVERSTRAB	Convergent concomitant strabismus	VII Diseases of the eye and adnexa (H7_)
H7_CORNEALDEFORM	Keratoconus	VII Diseases of the eye and adnexa (H7_)
H7_CORNEALDYSTROPHY	Corneal degeneration	VII Diseases of the eye and adnexa (H7_)
H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	VII Diseases of the eye and adnexa (H7_)
H7_CORNEALOTH	Other disorders of cornea	VII Diseases of the eye and adnexa (H7_)
H7_CORNEALSCAR	Corneal scars and opacities	VII Diseases of the eye and adnexa (H7_)
